size_n, comp_avg,  comp_maks, reads_avg, reads_maks, h_avg,   h_final   h_maks \n
80000, 44.588813, 112.000000, 118.051719, 283.000000, 44.327087, 39.000000, 47.000000 
90000, 45.112356, 117.000000, 119.478211, 293.000000, 45.062317, 40.000000, 53.000000 
90000, 45.127906, 120.000000, 119.515972, 318.000000, 45.073400, 38.000000, 48.000000 
90000, 45.133144, 124.000000, 119.522183, 323.000000, 44.990967, 43.000000, 54.000000 
90000, 45.110344, 112.000000, 119.472906, 288.000000, 45.036217, 39.000000, 49.000000 
90000, 45.111339, 112.000000, 119.471678, 291.000000, 45.079278, 41.000000, 56.000000 
90000, 45.130422, 117.000000, 119.525828, 308.000000, 45.072144, 42.000000, 45.000000 
90000, 45.106789, 114.000000, 119.459483, 297.000000, 45.088744, 40.000000, 58.000000 
90000, 45.096039, 134.000000, 119.425044, 327.000000, 44.980983, 39.000000, 55.000000 
90000, 45.090650, 141.000000, 119.448628, 369.000000, 44.921567, 40.000000, 50.000000 
90000, 45.113583, 129.000000, 119.480372, 319.000000, 44.819633, 36.000000, 51.000000 
90000, 45.094528, 114.000000, 119.448567, 296.000000, 44.990922, 43.000000, 47.000000 
90000, 45.157294, 119.000000, 119.579961, 315.000000, 45.042611, 38.000000, 52.000000 
90000, 45.118594, 115.000000, 119.502756, 296.000000, 44.989922, 43.000000, 52.000000 
90000, 45.102700, 121.000000, 119.458461, 301.000000, 45.025428, 41.000000, 49.000000 
90000, 45.111378, 124.000000, 119.487117, 326.000000, 45.046833, 43.000000, 51.000000 
90000, 45.056561, 118.000000, 119.339867, 292.000000, 44.955339, 41.000000, 45.000000 
90000, 45.066906, 112.000000, 119.361244, 289.000000, 45.138061, 41.000000, 46.000000 
90000, 45.098422, 122.000000, 119.440139, 319.000000, 45.113417, 43.000000, 47.000000 
90000, 45.077178, 116.000000, 119.389678, 299.000000, 45.048789, 40.000000, 49.000000 
90000, 45.123394, 115.000000, 119.521850, 296.000000, 45.086661, 38.000000, 50.000000 
100000, 45.598200, 120.000000, 120.836425, 307.000000, 45.602685, 45.000000, 51.000000 
100000, 45.584130, 116.000000, 120.791165, 295.000000, 45.507340, 40.000000, 49.000000 
100000, 45.589015, 119.000000, 120.794875, 313.000000, 45.500020, 40.000000, 46.000000 
100000, 45.570260, 120.000000, 120.745705, 314.000000, 45.601050, 39.000000, 50.000000 
100000, 45.566555, 116.000000, 120.747595, 300.000000, 45.650210, 49.000000, 50.000000 
100000, 45.582000, 125.000000, 120.785480, 304.000000, 45.470590, 41.000000, 46.000000 
100000, 45.592485, 115.000000, 120.815895, 307.000000, 45.508285, 38.000000, 48.000000 
100000, 45.614550, 112.000000, 120.879420, 297.000000, 45.651365, 44.000000, 50.000000 
100000, 45.585905, 112.000000, 120.815060, 290.000000, 45.512455, 42.000000, 47.000000 
100000, 45.576115, 120.000000, 120.778890, 305.000000, 45.722295, 40.000000, 50.000000 
100000, 45.602655, 132.000000, 120.836410, 340.000000, 45.549875, 39.000000, 51.000000 
100000, 45.575410, 126.000000, 120.769125, 321.000000, 45.633000, 36.000000, 49.000000 
100000, 45.611680, 124.000000, 120.869280, 319.000000, 45.619565, 42.000000, 52.000000 
100000, 45.598185, 118.000000, 120.823355, 306.000000, 45.538215, 41.000000, 48.000000 
100000, 45.579955, 117.000000, 120.773770, 300.000000, 45.566180, 43.000000, 52.000000 
100000, 45.566805, 130.000000, 120.742815, 328.000000, 45.717645, 44.000000, 51.000000 
100000, 45.609155, 116.000000, 120.865995, 304.000000, 45.509125, 38.000000, 49.000000 
100000, 45.591155, 126.000000, 120.809205, 316.000000, 45.579965, 45.000000, 58.000000 
100000, 45.583325, 120.000000, 120.766895, 301.000000, 45.621735, 43.000000, 49.000000 
100000, 45.588225, 117.000000, 120.811400, 302.000000, 45.695630, 45.000000, 50.000000 
