size_n, comp_avg,  comp_maks, reads_avg, reads_maks, h_avg,   h_final   h_maks \n
70000, 23.949271, 41.000000, 22.905307, 82.000000, 17.801607, 18.000000, 19.000000 
70000, 23.886893, 41.000000, 22.916964, 82.000000, 17.636229, 18.000000, 19.000000 
70000, 23.913614, 41.000000, 22.955293, 82.000000, 18.090014, 19.000000, 19.000000 
80000, 24.172231, 41.000000, 23.136100, 82.000000, 18.078437, 18.000000, 19.000000 
80000, 24.202188, 41.000000, 23.163000, 82.000000, 18.155125, 19.000000, 19.000000 
80000, 24.199850, 41.000000, 23.139219, 82.000000, 17.965781, 18.000000, 19.000000 
80000, 24.177969, 41.000000, 23.119550, 82.000000, 18.072212, 18.000000, 19.000000 
80000, 24.305656, 41.000000, 23.189206, 81.000000, 18.162306, 19.000000, 19.000000 
80000, 24.242681, 41.000000, 23.162412, 81.000000, 18.184406, 19.000000, 19.000000 
80000, 24.123094, 41.000000, 23.121750, 82.000000, 18.088456, 18.000000, 19.000000 
80000, 24.259306, 41.000000, 23.229119, 81.000000, 18.214119, 19.000000, 19.000000 
80000, 24.221837, 41.000000, 23.162675, 81.000000, 18.256944, 19.000000, 19.000000 
80000, 24.241119, 41.000000, 23.168150, 82.000000, 18.173256, 19.000000, 19.000000 
80000, 24.197412, 41.000000, 23.127644, 82.000000, 18.085037, 19.000000, 19.000000 
80000, 24.192544, 39.000000, 23.157062, 81.000000, 18.037244, 19.000000, 19.000000 
80000, 24.199288, 41.000000, 23.135006, 82.000000, 18.037950, 19.000000, 19.000000 
80000, 24.167137, 41.000000, 23.113300, 82.000000, 18.044944, 19.000000, 19.000000 
80000, 24.164381, 41.000000, 23.125019, 82.000000, 17.782581, 18.000000, 19.000000 
80000, 24.178694, 41.000000, 23.108062, 82.000000, 18.184281, 19.000000, 19.000000 
80000, 24.157644, 41.000000, 23.151263, 82.000000, 17.969519, 18.000000, 19.000000 
80000, 24.148375, 41.000000, 23.088269, 82.000000, 18.068069, 19.000000, 19.000000 
80000, 24.173531, 41.000000, 23.114856, 82.000000, 18.077556, 19.000000, 19.000000 
80000, 24.203806, 41.000000, 23.137450, 81.000000, 18.210419, 19.000000, 19.000000 
90000, 24.436622, 41.000000, 23.307628, 82.000000, 18.259567, 19.000000, 19.000000 
90000, 24.507889, 43.000000, 23.353439, 88.000000, 18.584600, 19.000000, 20.000000 
90000, 24.428850, 41.000000, 23.324389, 82.000000, 18.223228, 19.000000, 19.000000 
90000, 24.469783, 41.000000, 23.356956, 82.000000, 18.256350, 19.000000, 19.000000 
90000, 24.427800, 41.000000, 23.315528, 82.000000, 18.163072, 19.000000, 19.000000 
90000, 24.462567, 41.000000, 23.333911, 82.000000, 18.225339, 19.000000, 19.000000 
90000, 24.461328, 41.000000, 23.338833, 82.000000, 18.153311, 19.000000, 19.000000 
90000, 24.457878, 41.000000, 23.341206, 87.000000, 18.277956, 19.000000, 20.000000 
